id	Col
659	31,8
660	32,51
661	35,57
662	18,33
663	68,65
664	33,59
665	7,15
666	47,70
667	64,61
668	46,43
669	54,65
670	50,33
671	5,0
672	55,37
673	5,23
674	61,49
675	25,19
676	54,57
677	61,46
678	63,43
679	4,7
680	10,25
681	26,13
682	57,62
683	16,25
684	53,52
685	65,54
686	1,27
687	27,59
688	41,61
689	3,16
690	62,55
691	5,13
692	54,69
693	1,23
694	51,60
695	25,35
696	43,56
697	23,21
698	0,15
699	23,15
700	23,27
701	56,47
702	25,11
703	11,13
704	29,57
705	51,66
706	43,60
707	64,67
708	33,2
709	52,61
710	22,21
711	8,11
712	53,59
713	27,46
714	1,21
715	15,22
716	37,55
717	22,7
718	4,11
719	57,61
720	69,65
721	1,25
722	41,53
723	40,47
724	13,5
725	35,52
726	34,61
727	32,59
728	21,16
729	7,3
730	31,46
731	31,39
732	27,44
733	61,36
734	3,13
735	26,15
736	51,57
737	24,17
738	66,43
739	54,67
740	51,65
741	31,64
742	17,9
743	1,24
744	65,49
745	11,11
746	29,15
747	8,5
748	35,63
749	13,21
750	61,59
751	11,2
752	57,58
753	50,63
754	54,63
755	23,1
756	15,23
757	15,21
758	49,59
759	34,41
760	28,5
761	25,59
762	41,41
763	21,25
764	65,55
765	65,64
766	17,61
767	3,15
768	35,3
769	69,52
770	11,25
771	8,19
772	59,57
773	53,54
774	37,45
775	42,65
776	56,57
777	19,21
778	56,41
779	56,53
780	41,67
781	63,56
782	4,23
783	17,18
784	45,61
785	19,29
786	51,56
787	62,63
788	29,23
789	69,51
790	37,64
791	3,9
792	23,28
793	14,11
794	40,53
795	47,39
796	46,51
797	6,17
798	5,10
799	33,66
800	64,55
801	19,31
802	26,29
803	43,62
804	63,47
805	65,65
806	35,46
807	21,17
808	38,43
809	15,11
810	37,46
811	54,45
812	28,67
813	20,21
814	62,45
815	13,25
816	35,45
817	33,55
818	50,35
819	27,15
820	10,27
821	39,57
822	29,60
823	12,13
824	39,61
825	25,7
826	3,6
827	49,62
828	18,15
829	32,65
830	9,23
831	43,55
832	28,21
833	3,22
834	31,7
835	19,23
836	5,3
837	43,63
838	45,63
839	41,16
840	29,28
841	59,31
842	60,57
843	41,63
844	36,51
845	33,61
846	25,31
847	57,63
848	59,50
849	41,51
850	59,59
851	17,25
852	31,54
853	27,2
854	25,30
855	24,35
856	59,38
857	31,55
858	38,55
859	13,65
860	17,20
861	13,13
862	41,55
863	27,13
864	23,33
865	59,60
866	21,24
867	28,25
868	69,60
869	37,59
870	25,49
871	31,41
872	45,53
873	62,39
874	48,53
875	48,67
876	23,59
877	31,56
878	29,62
879	19,19
880	43,57
881	64,41
882	49,53
883	49,67
884	55,45
885	48,51
886	58,53
887	33,48
888	25,22
889	65,51
890	7,14
891	43,49
892	35,39
893	17,17
894	39,43
895	34,39
896	55,55
897	13,3
898	31,49
899	27,8
900	34,67
901	59,39
902	27,64
903	50,57
904	3,14
905	51,53
906	29,21
907	55,57
908	31,59
909	16,3
910	7,21
911	5,27
912	31,22
913	63,64
914	69,54
915	9,34
916	3,21
917	67,56
918	41,57
919	56,27
920	41,47
921	67,62
922	59,49
923	62,47
924	36,43
925	51,61
926	67,65
927	10,33
928	49,64
929	11,27
930	12,15
931	43,64
932	7,1
933	62,51
934	39,59
935	1,16
936	55,44
937	34,49
938	6,19
939	6,11
940	8,1
941	53,34
942	27,60
943	15,17
944	47,56
945	31,63
946	41,60
947	13,22
948	0,5
949	47,58
950	20,29
951	53,48
952	47,65
953	39,65
954	31,45
955	49,57
956	17,27
957	43,65
958	10,3
959	52,69
960	52,43
961	25,63
962	27,1
963	35,56
964	25,15
965	23,31
966	55,59
967	31,9
968	55,49
969	47,55
970	37,65
971	4,3
972	30,59
973	61,65
974	39,45
975	35,53
976	9,29
977	70,47
978	57,57
979	26,27
980	51,48
981	51,49
982	11,29
983	2,31
984	26,51
985	21,21
986	65,67
987	31,3
988	23,65
989	19,25
990	31,23
991	62,59
992	25,29
993	38,41
994	35,59
995	47,42
996	38,45
997	3,26
998	35,67
999	17,15
1000	59,30
1001	1,19
1002	13,7
1003	25,27
1004	53,63
1005	33,45
1006	11,8
1007	50,51
1008	5,15
1009	61,61
1010	38,59
1011	55,69
1012	57,54
1013	35,54
1014	27,27
1015	3,23
1016	7,29
1017	57,64
1018	28,17
1019	69,57
1020	11,35
1021	58,69
1022	1,18
1023	15,3
1024	69,61
1025	55,41
1026	63,11
1027	55,5
1028	53,6
1029	6,47
1030	63,25
1031	9,70
1032	15,32
1033	42,29
1034	41,2
1035	43,6
1036	3,67
1037	40,19
1038	67,43
1039	49,18
1040	62,31
1041	49,65
1042	21,51
1043	30,7
1044	45,15
1045	9,63
1046	19,53
1047	61,42
1048	38,13
1049	33,13
1050	27,33
1051	42,13
1052	67,21
1053	37,29
1054	45,21
1055	36,15
1056	1,47
1057	29,29
1058	67,35
1059	57,23
1060	15,62
1061	19,50
1062	4,67
1063	36,11
1064	25,42
1065	68,41
1066	33,1
1067	49,44
1068	15,67
1069	51,21
1070	68,19
1071	13,35
1072	24,21
1073	43,11
1074	2,61
1075	69,38
1076	10,39
1077	58,11
1078	9,57
1079	61,31
1080	57,17
1081	31,65
1082	18,61
1083	67,37
1084	16,45
1085	69,29
1086	67,25
1087	22,51
1088	45,31
1089	63,5
1090	27,67
1091	17,37
1092	24,39
1093	54,5
1094	3,52
1095	33,29
1096	1,33
1097	17,66
1098	7,51
1099	13,61
1100	55,27
1101	61,21
1102	5,50
1103	65,1
1104	31,31
1105	53,45
1106	1,48
1107	31,10
1108	60,11
1109	38,31
1110	7,66
1111	39,37
1112	3,57
1113	68,21
1114	13,42
1115	38,5
1116	66,41
1117	65,25
1118	44,13
1119	69,4
1120	55,23
1121	17,70
1122	2,65
1123	63,39
1124	11,36
1125	13,17
1126	51,2
1127	49,41
1128	44,33
1129	7,50
1130	8,37
1131	11,54
1132	1,64
1133	30,19
1134	11,67
1135	19,56
1136	47,25
1137	15,29
1138	41,14
1139	17,39
1140	15,51
1141	39,32
1142	48,11
1143	60,37
1144	59,19
1145	49,17
1146	35,6
1147	63,63
1148	63,34
1149	9,41
1150	55,7
1151	19,65
1152	45,7
1153	63,12
1154	17,41
1155	29,49
1156	65,61
1157	33,23
1158	63,52
1159	3,59
1160	45,68
1161	39,5
1162	37,36
1163	5,45
1164	48,7
1165	3,39
1166	29,33
1167	31,67
1168	39,27
1169	46,23
1170	69,23
1171	29,69
1172	69,43
1173	33,12
1174	37,5
1175	11,56
1176	7,41
1177	5,70
1178	19,47
1179	45,37
1180	14,39
1181	45,13
1182	57,37
1183	6,39
1184	66,31
1185	41,30
1186	58,5
1187	47,15
1188	43,25
1189	47,36
1190	37,7
1191	27,37
1192	65,41
1193	45,45
1194	31,4
1195	33,24
1196	47,1
1197	49,11
1198	63,20
1199	3,51
1200	35,19
1201	37,2
1202	62,27
1203	35,34
1204	1,51
1205	35,4
1206	45,25
1207	29,45
1208	15,63
1209	55,1
1210	25,17
1211	68,23
1212	69,39
1213	42,17
1214	49,45
1215	39,34
1216	41,12
1217	9,69
1218	25,38
1219	1,65
1220	49,25
1221	36,69
1222	52,11
1223	32,17
1224	69,3
1225	69,35
1226	15,38
1227	7,52
1228	51,37
1229	33,37
1230	59,17
1231	39,10
1232	31,0
1233	13,52
1234	43,23
1235	15,65
1236	49,3
1237	10,53
1238	61,4
1239	17,49
1240	24,69
1241	15,69
1242	7,62
1243	51,29
1244	24,47
1245	15,57
1246	0,67
1247	22,35
1248	69,33
1249	41,11
1250	63,18
1251	19,69
1252	23,45
1253	13,54
1254	38,9
1255	63,1
1256	63,9
1257	47,67
1258	47,7
1259	46,3
1260	27,63
1261	3,47
1262	67,39
1263	43,69
1264	65,24
1265	67,15
1266	39,25
1267	65,3
1268	38,25
1269	39,69
1270	60,15
1271	29,34
1272	23,25
1273	38,17
1274	51,39
1275	7,49
1276	28,51
1277	53,35
1278	19,33
1279	56,11
1280	3,45
1281	63,45
1282	68,39
1283	66,1
1284	41,70
1285	67,23
1286	5,64
1287	29,2
1288	63,4
1289	65,17
1290	21,40
1291	27,43
1292	59,5
1293	1,63
1294	61,19
1295	45,17
1296	69,26
1297	10,51
1298	41,32
1299	31,14
1300	20,67
1301	65,32
1302	17,59
1303	28,45
1304	31,25
1305	29,39
1306	45,1
1307	19,68
1308	45,39
1309	21,15
1310	5,44
1311	36,67
1312	12,49
1313	3,68
1314	1,52
1315	63,23
1316	45,20
1317	23,43
1318	1,69
1319	21,3
1320	69,5
1321	41,4
1322	49,35
1323	3,35
1324	0,41
1325	11,53
1326	42,9
1327	51,31
1328	57,19
1329	19,51
1330	33,69
1331	43,68
1332	49,23
1333	5,68
1334	45,35
1335	42,31
1336	9,47
1337	39,19
1338	57,27
1339	47,43
1340	48,15
1341	63,22
1342	49,63
1343	15,41
1344	41,28
1345	69,30
1346	2,43
1347	21,2
1348	14,55
1349	5,63
1350	36,9
1351	61,1
1352	19,52
1353	11,46
1354	57,29
1355	47,32
1356	5,37
1357	25,45
1358	47,47
1359	44,31
1360	63,3
1361	23,68
1362	45,43
1363	64,9
1364	5,58
1365	49,19
1366	47,51
1367	6,57
1368	33,15
1369	40,3
1370	65,19
1371	25,52
1372	46,31
1373	47,6
1374	2,35
1375	65,13
1376	41,15
1377	47,37
1378	9,33
1379	25,51
1380	55,29
1381	17,45
1382	47,5
1383	43,17
1384	6,33
1385	2,41
1386	35,5
1387	37,52
1388	47,27
1389	7,68
1390	51,13
1391	23,55
1392	45,28
1393	33,38
1394	44,41
1395	67,1
1396	3,43
1397	3,61
1398	54,1
1399	47,34
1400	5,32
1401	35,9
1402	57,28
1403	67,5
1404	13,49
1405	55,15
1406	67,6
1407	43,31
1408	51,52
1409	13,36
1410	66,7
1411	9,62
1412	3,38
1413	55,9
1414	41,29
1415	0,29
1416	46,19
1417	39,36
1418	62,9
1419	42,39
1420	43,3
1421	29,55
1422	65,7
1423	65,18
1424	29,66
1425	17,69
1426	32,29
1427	41,1
1428	29,50
1429	45,19
1430	37,13
1431	51,17
1432	64,45
1433	18,41
1434	47,45
1435	67,14
1436	44,47
1437	43,22
1438	36,33
1439	22,19
1440	42,7
1441	35,17
1442	1,37
1443	20,39
1444	14,29
1445	59,11
1446	31,70
1447	57,3
1448	67,24
1449	19,41
1450	12,47
1451	41,37
1452	9,35
1453	7,28
1454	35,21
1455	45,67
1456	51,11
1457	49,4
1458	67,45
1459	51,51
1460	51,4
1461	11,40
1462	12,57
1463	50,21
1464	30,37
1465	49,13
1466	15,35
1467	9,51
1468	57,18
1469	29,11
1470	51,23
1471	47,11
1472	69,27
1473	26,41
1474	46,39
1475	11,69
1476	31,43
1477	39,8
1478	63,27
1479	53,23
1480	35,32
1481	35,35
1482	23,41
1483	45,41
1484	61,6
1485	17,33
1486	5,49
1487	7,44
1488	11,19
1489	2,45
1490	21,49
1491	22,53
1492	40,27
1493	66,27
1494	43,66
1495	25,37
1496	1,55
1497	23,47
1498	67,29
1499	61,18
1500	1,41
1501	43,1
1502	17,63
1503	53,33
1504	39,35
1505	51,7
1506	5,60
1507	29,52
1508	63,31
1509	37,28
1510	5,69
1511	31,68
1512	65,38
1513	39,9
1514	50,11
1515	58,29
1516	3,46
1517	18,45
1518	33,7
1519	50,5
1520	40,39
1521	35,25
1522	39,33
1523	49,8
1524	5,55
1525	9,60
1526	70,11
1527	67,18
1528	53,5
1529	9,19
1530	68,5
1531	19,37
1532	67,10
1533	46,7
1534	45,51
1535	45,8
1536	69,7
1537	15,50
1538	23,51
1539	39,13
1540	37,67
1541	35,2
1542	16,49
1543	2,39
1544	23,37
1545	25,20
1546	21,35
1547	21,56
1548	67,36
1549	21,42
1550	3,69
1551	15,34
1552	15,52
1553	3,42
1554	66,3
1555	33,18
1556	15,59
1557	29,68
1558	23,69
1559	13,39
1560	39,23
1561	57,16
1562	63,35
1563	57,55
1564	69,36
1565	67,16
1566	9,56
1567	22,33
1568	15,44
1569	21,62
1570	59,18
1571	43,13
1572	1,59
1573	62,25
1574	41,36
1575	16,69
1576	11,62
1577	43,7
1578	56,21
1579	47,29
1580	53,24
1581	11,47
1582	63,2
1583	26,63
1584	50,39
1585	15,58
1586	25,67
1587	31,36
1588	19,45
1589	52,17
1590	55,16
1591	13,29
1592	3,63
1593	51,3
1594	13,47
1595	30,49
1596	13,44
1597	9,61
1598	37,30
1599	28,41
1600	63,13
1601	39,55
1602	7,39
1603	68,27
1604	6,37
1605	33,9
1606	34,15
1607	67,9
1608	67,7
1609	59,22
1610	20,33
1611	63,21
1612	33,31
1613	35,13
1614	58,13
1615	3,56
1616	65,9
1617	14,67
1618	44,23
1619	15,53
1620	2,59
1621	63,53
1622	36,7
1623	39,21
1624	52,45
1625	9,44
1626	33,27
1627	53,1
1628	39,12
1629	63,36
1630	49,15
1631	69,14
1632	54,41
1633	21,43
1634	35,14
1635	49,7
1636	19,34
1637	33,5
1638	45,9
1639	47,13
1640	47,31
1641	43,15
1642	27,36
1643	55,38
1644	29,3
1645	61,17
1646	69,9
1647	46,45
1648	15,45
1649	59,33
1650	37,21
1651	27,51
1652	66,33
1653	43,33
1654	12,51
1655	5,47
1656	41,26
1657	57,39
1658	7,31
1659	53,15
1660	64,35
1661	57,7
1662	19,67
1663	56,1
1664	65,33
1665	59,15
1666	54,25
1667	1,35
1668	41,7
1669	58,25
1670	59,35
1671	57,4
1672	45,34
1673	7,42
1674	56,33
1675	7,43
1676	37,53
1677	22,67
1678	4,39
1679	67,27
1680	11,37
1681	45,26
1682	48,9
1683	14,41
1684	18,47
1685	21,54
1686	18,55
1687	61,20
1688	23,67
1689	14,59
1690	41,0
1691	17,53
1692	7,35
1693	11,61
1694	34,1
1695	17,60
1696	37,1
1697	45,65
1698	34,7
1699	39,29
1700	27,34
1701	43,37
1702	52,27
1703	57,41
1704	37,19
1705	52,49
1706	53,9
1707	17,36
1708	15,46
1709	19,42
1710	56,9
1711	57,31
1712	40,17
1713	3,33
1714	5,52
1715	41,23
1716	38,1
1717	21,69
1718	9,45
1719	21,38
1720	69,1
1721	45,66
1722	5,57
1723	51,35
1724	13,37
1725	52,33
1726	21,55
1727	27,32
1728	48,21
1729	69,37
1730	4,63
1731	53,18
1732	13,67
1733	51,19
1734	6,65
1735	7,57
1736	35,36
1737	29,48
1738	49,9
1739	30,3
1740	53,31
1741	7,67
1742	22,57
1743	16,41
1744	59,0
1745	63,8
1746	0,47
1747	45,33
1748	43,43
1749	62,33
1750	24,55
1751	37,57
1752	9,65
1753	41,19
1754	63,17
1755	27,47
1756	37,4
1757	49,33
1758	53,8
1759	21,63
1760	65,21
1761	61,53
1762	15,36
1763	17,55
1764	10,67
1765	1,57
1766	45,29
1767	49,34
1768	55,21
1769	59,3
1770	35,69
1771	14,65
1772	29,19
1773	33,3
1774	4,55
1775	34,17
1776	23,60
1777	25,50
1778	11,45
1779	47,60
1780	55,31
1781	59,21
1782	8,49
1783	8,67
1784	13,34
1785	13,43
1786	54,13
1787	58,35
1788	3,54
1789	52,37
1790	41,25
1791	49,28
1792	11,31
1793	42,23
1794	26,45
1795	44,11
1796	55,2
1797	66,15
1798	21,67
1799	56,7
1800	13,32
1801	43,35
1802	47,59
1803	23,63
1804	5,54
1805	70,43
1806	11,39
1807	46,1
1808	69,45
1809	27,48
1810	51,36
1811	51,27
1812	5,53
1813	59,29
1814	18,51
1815	21,37
1816	13,31
1817	12,43
1818	1,39
1819	37,16
1820	17,48
1821	69,21
1822	50,9
1823	43,21
1824	21,61
1825	61,24
1826	61,23
1827	7,55
1828	9,50
1829	69,31
1830	52,3
1831	20,49
1832	49,21
1833	19,39
1834	55,11
1835	31,27
1836	49,31
1837	27,3
1838	51,33
1839	61,9
1840	50,17
1841	55,26
1842	64,31
1843	51,28
1844	35,18
1845	40,23
1846	51,26
1847	33,30
1848	35,33
1849	3,37
1850	12,63
1851	1,54
1852	28,63
1853	47,64
1854	7,53
1855	35,29
1856	45,16
1857	5,33
1858	65,29
1859	53,19
1860	52,9
1861	43,34
1862	69,40
1863	51,55
1864	31,29
1865	43,27
1866	69,12
1867	47,9
1868	33,21
1869	13,63
1870	49,1
1871	52,13
1872	17,43
1873	21,31
1874	21,45
1875	53,21
1876	70,7
1877	61,51
1878	61,12
1879	7,61
1880	44,39
1881	27,45
1882	49,43
1883	53,13
1884	60,33
1885	26,69
1886	14,49
1887	68,3
1888	11,43
1889	7,46
1890	61,45
1891	61,43
1892	47,49
1893	13,57
1894	63,7
1895	63,15
1896	15,61
1897	49,39
1898	54,37
1899	53,20
1900	12,39
1901	39,15
1902	53,39
1903	61,14
1904	3,41
1905	39,1
1906	45,30
1907	57,22
1908	46,41
1909	28,19
1910	39,26
1911	1,29
1912	50,13
1913	30,43
1914	43,10
1915	29,53
1916	39,68
1917	49,47
1918	27,19
1919	41,69
1920	47,33
1921	57,10
1922	65,27
1923	9,43
1924	31,35
1925	31,20
1926	40,21
1927	65,31
1928	24,61
1929	51,1
1930	63,40
1931	17,42
1932	59,25
1933	67,22
1934	43,39
1935	30,31
1936	29,59
1937	9,64
1938	21,65
1939	15,56
1940	47,46
1941	59,8
1942	2,69
1943	38,21
1944	39,30
1945	16,31
1946	69,25
1947	39,3
1948	65,35
1949	15,49
1950	31,12
1951	51,47
1952	5,41
1953	41,35
1954	45,11
1955	5,65
1956	69,41
1957	41,17
1958	9,48
1959	37,33
1960	53,27
1961	53,25
1962	36,29
1963	5,31
1964	69,19
1965	43,24
1966	9,59
1967	49,51
1968	1,45
1969	64,29
1970	41,21
1971	44,43
1972	9,55
1973	44,49
1974	1,61
1975	44,27
1976	67,31
1977	0,33
1978	47,41
1979	57,11
1980	14,47
1981	5,34
1982	65,26
1983	36,35
1984	62,1
1985	69,28
1986	26,17
1987	25,41
1988	7,45
1989	19,44
1990	43,41
1991	9,53
1992	49,2
1993	49,5
1994	55,3
1995	48,37
1996	11,64
1997	40,9
1998	59,23
1999	25,47
2000	4,45
2001	23,49
2002	14,69
2003	43,51
2004	27,56
2005	45,38
2006	32,5
2007	56,19
2008	21,47
2009	29,31
2010	18,65
2011	61,44
2012	43,29
2013	24,65
2014	65,37
2015	43,44
2016	2,33
2017	47,20
2018	23,52
2019	65,5
2020	57,2
2021	49,27
2022	33,17
2023	33,11
2024	47,68
2025	39,14
2026	25,69
2027	64,3
2028	35,20
2029	27,38
2030	33,33
2031	45,69
2032	15,43
2033	45,5
2034	46,13
2035	55,13
2036	61,7
2037	6,61
2038	17,47
2039	65,11
2040	37,15
2041	51,43
2042	34,9
2043	3,53
2044	35,7
2045	49,22
2046	47,4
2047	33,35
2048	53,17
2049	26,47
2050	16,53
2051	23,39
2052	29,13
2053	63,19
2054	17,58
2055	26,35
2056	63,16
2057	9,49
2058	15,39
2059	27,69
2060	45,27
2061	65,14
2062	68,9
2063	11,66
2064	17,35
2065	37,18
2066	23,5
2067	57,21
2068	22,49
2069	57,33
2070	69,2
2071	20,57
2072	27,41
2073	29,37
2074	67,11
2075	21,70
2076	61,13
2077	1,49
2078	29,1
2079	3,55
2080	11,63
2081	11,38
2082	53,7
2083	29,35
2084	11,58
2085	45,18
2086	44,9
2087	11,51
2088	41,31
2089	5,48
2090	56,37
2091	69,17
2092	21,60
2093	15,55
2094	32,7
2095	55,25
2096	19,26
2097	51,20
2098	57,13
2099	54,11
2100	23,36
2101	23,42
2102	49,49
2103	55,28
2104	3,48
2105	19,55
2106	21,59
2107	1,53
2108	58,7
2109	12,61
2110	21,39
2111	68,43
2112	7,58
2113	55,33
2114	29,67
2115	66,35
2116	37,3
2117	31,21
2118	3,49
2119	4,61
2120	31,69
2121	15,47
2122	59,7
2123	45,47
2124	53,22
2125	57,15
2126	57,5
2127	35,15
2128	61,3
2129	60,23
2130	15,37
2131	63,33
2132	34,31
2133	7,63
2134	25,1
2135	39,17
2136	23,53
2137	53,11
2138	11,57
2139	51,16
2140	61,27
2141	5,59
